vv_x,vv_y,vv_z
7.37289205,2.08223573,0.439999794
7.192089323328376,2.6546444820008386,-0.3173201461737021
6.897240301751004,3.184704495824397,-1.0693046890749152
6.4931255077863845,3.66402611800343,-1.8040063714568784
5.98625899656215,4.085042819527418,-2.509773654501193
5.384777912346827,4.441129519319167,-3.1754365404361096
4.698306607910705,4.726704849661895,-3.790483081495794
3.937797922870765,4.937315915510181,-4.3452240144862895
3.115354530986016,5.069704437794296,-4.830943034302221
2.2440335103991407,5.121853511459799,-5.240030530519452
1.3376374642260764,5.093014543752387,-5.566098943045355
0.41049562645278215,4.983714260599404,-5.804078235982226
-0.5227615662524748,4.7957419731997915,-5.950290335013061
-1.4474309652440853,4.532117579515666,-6.002501715572495
-2.348964848503706,4.197041033961966,-5.959953661368404
-3.213195390872911,3.7958242513591753,-5.823370030657335
-4.026552280648686,3.3348066197584374,-5.594942669502826
-4.776270456577255,2.8212554803711942,-5.278294894487528
-5.450585119851657,2.26325309502865,-4.87842373339428
-6.0389113748101835,1.6695717622956103,-4.4016218600479275
-6.532006065577336,1.0495388670921812,-3.8553803926162047
-6.922109603393464,0.41289375489548796,-3.248273942362089
-7.203065819994549,-0.2303615862558821,-2.5898295059051346
-7.370418136941576,-0.870115975536572,-1.8903809877465378
-7.42148061113495,-1.4963044967026438,-1.1609113237165865
-7.355382704271235,-2.099063790725638,-0.41288434803472895
-7.173086931437991,-2.668884979449973,0.3419312928024294
-6.877378872191459,-3.1967620036131588,1.0916437306703206
-6.472829378403327,-3.6743331681103664,1.8244223941753677
-5.965729185649786,-4.094013722971823,2.5286827723173513
-5.363996528218826,-4.449117373547417,3.1932686624384194
-4.677058767996019,-4.733964711641964,3.807629095895949
-3.915709470202837,-4.943976694053213,4.361987128021611
-3.091942786305717,-5.075751468477844,4.847497716675783
-2.2187674283821286,-5.1271230605323925,5.256392001012885
-1.310002928652175,-5.0972006894377,5.58210543308571
-0.38006126179269034,-4.986387772341242,5.819387412327207
0.5562827469345053,-4.7963800046940435,5.964390327601085
1.4841285104869706,-4.530142261051866,6.014736221867373
2.3886903170302847,-4.19186444063377,5.969559657371243
3.2555374095883893,-3.7868967754984797,5.829525768093307
4.070829329032034,-3.321665517237538,5.596822933441367
4.821542358020368,-2.803570308268342,5.275129981100225
5.495683013878488,-2.240864916642273,4.869558317285689
6.0824847436686085,-1.642523355385044,4.386569873940527
6.57258427111491,-1.0180937099882517,3.833872242659231
6.958174426234362,-0.37754224938288206,3.2202928181756922
7.233130744719247,0.2689094093587917,2.555634189127075
7.393109642199332,0.9109511818997978,1.8505133761143595
7.4356165340052955,1.5383524782234672,1.1161878188994723
7.36004286641504,2.14112828452448,0.36437124608673843
7.1676716345062434,2.709700475216552,-0.39295728109490957
6.861651565848994,3.235051598128315,-1.1437477785174852
6.446940733577503,3.708868565266341,-1.8760738242091608
5.930220910107844,4.123673919952969,-2.5783238081427076
